注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例
2005,5490,交通运输业,山东,有限责任公司,自然人,0.71
2008,9440,社区服务,广东,股份有限公司,自然人,0.66
2002,3580,交通运输业,湖南,集体所有制企业,企业法人,0.84
2001,9000,交通运输业,山东,农民专业合作社,企业法人,0.84
2013,8970,社区服务,江西,合伙企业,自然人,0.99
2009,5440,工业,山东,集体所有制企业,自然人,0.66
2005,9610,工业,广西,农民专业合作社,企业法人,0.96
2006,2150,服务业,广西,有限责任公司,自然人,0.54
2014,7190,零售业,湖北,股份有限公司,自然人,0.68
2000,3420,商业服务业,福建,集体所有制企业,自然人,0.57
2005,6000,社区服务,福建,合伙企业,自然人,0.76
2013,1950,零售业,广西,有限责任公司,企业法人,0.56
2000,560,交通运输业,福建,集体所有制企业,企业法人,0.92
2005,880,交通运输业,山东,有限责任公司,自然人,0.64
2014,460,商业服务业,广西,股份有限公司,企业法人,0.69
2008,530,商业服务业,山东,集体所有制企业,自然人,0.94
2006,2320,零售业,江西,集体所有制企业,企业法人,0.64
2009,6620,零售业,湖北,集体所有制企业,企业法人,0.74
2008,990,商业服务业,山东,农民专业合作社,企业法人,0.83
2008,1600,服务业,湖北,股份有限公司,企业法人,0.85
NA,800,零售业,广西,有限责任公司,自然人,0.53
2006,3420,零售业,湖南,股份有限公司,企业法人,1
2012,650,零售业,江西,农民专业合作社,企业法人,0.52
2014,3020,工业,广西,股份有限公司,企业法人,0.76
2009,7130,交通运输业,江西,农民专业合作社,企业法人,0.62
2002,6120,社区服务,广西,农民专业合作社,企业法人,0.57
2006,9780,交通运输业,江西,集体所有制企业,自然人,0.83
2008,4880,服务业,广西,合伙企业,企业法人,0.85
2010,830,工业,湖南,合伙企业,自然人,0.55
2006,6370,工业,湖北,农民专业合作社,企业法人,0.8
2010,6590,零售业,湖南,股份有限公司,企业法人,0.68
2007,8070,社区服务,福建,集体所有制企业,企业法人,0.71
2011,4790,零售业,山东,集体所有制企业,自然人,0.6
2000,2920,商业服务业,湖南,集体所有制企业,企业法人,0.7
2009,9630,服务业,福建,合伙企业,自然人,0.7
2002,5570,工业,湖北,集体所有制企业,自然人,0.73
2012,1940,零售业,江西,集体所有制企业,企业法人,0.62
2004,6770,服务业,福建,有限责任公司,自然人,0.7
2013,4720,社区服务,福建,合伙企业,自然人,0.92
2009,3970,服务业,福建,集体所有制企业,企业法人,0.86
2010,2010,零售业,湖南,合伙企业,企业法人,0.83
2013,4210,零售业,广西,农民专业合作社,自然人,NA
2004,7540,交通运输业,湖北,集体所有制企业,企业法人,0.8
2009,8110,社区服务,福建,农民专业合作社,企业法人,0.95
2003,2160,交通运输业,广东,合伙企业,自然人,0.77
2011,6030,零售业,广西,有限责任公司,企业法人,0.51
2005,8520,交通运输业,广东,农民专业合作社,企业法人,0.76
2014,6910,社区服务,福建,集体所有制企业,企业法人,0.64
2000,9080,服务业,山东,合伙企业,自然人,0.67
2004,5080,零售业,江西,有限责任公司,自然人,0.54
2011,6000,工业,广东,农民专业合作社,企业法人,0.51
2009,6570,服务业,山东,农民专业合作社,自然人,0.67
2005,3690,商业服务业,江西,合伙企业,自然人,0.66
2014,1680,零售业,山东,有限责任公司,自然人,0.82
2008,5260,工业,福建,有限责任公司,企业法人,0.52
2009,9330,商业服务业,江西,农民专业合作社,企业法人,0.76
2006,620,社区服务,广东,农民专业合作社,企业法人,0.76
2003,4060,交通运输业,江西,股份有限公司,自然人,0.67
2000,7330,服务业,广东,合伙企业,自然人,0.59
2013,7470,零售业,湖北,股份有限公司,企业法人,0.71
2001,2130,服务业,湖南,股份有限公司,企业法人,0.64
2009,8360,零售业,山东,农民专业合作社,自然人,0.79
2003,7380,零售业,广东,集体所有制企业,自然人,0.83
2008,2060,零售业,福建,有限责任公司,自然人,0.9
2013,7480,交通运输业,福建,合伙企业,自然人,0.92
2005,730,交通运输业,广东,集体所有制企业,NA,0.88
2014,7360,交通运输业,山东,农民专业合作社,自然人,0.57
2004,2730,交通运输业,山东,农民专业合作社,自然人,0.99
2000,2000,社区服务,江西,NA,自然人,0.54
2009,210,社区服务,湖南,合伙企业,自然人,0.88
2005,2210,社区服务,湖北,有限责任公司,企业法人,0.88
2001,830,服务业,湖南,合伙企业,自然人,0.85
2001,2030,社区服务,广东,有限责任公司,自然人,0.68
2011,9740,交通运输业,广东,集体所有制企业,企业法人,1
2010,8070,工业,福建,有限责任公司,自然人,0.65
2012,6480,工业,山东,股份有限公司,自然人,0.88
2013,5580,交通运输业,广东,合伙企业,企业法人,0.8
2002,2180,商业服务业,湖北,有限责任公司,企业法人,0.56
2006,9830,社区服务,山东,农民专业合作社,自然人,0.74
2012,4350,零售业,广西,合伙企业,企业法人,0.64
2006,5100,社区服务,湖北,集体所有制企业,企业法人,0.67
2003,6260,服务业,湖北,NA,企业法人,0.77
2000,9210,商业服务业,山东,股份有限公司,企业法人,0.77
2004,7270,服务业,湖北,股份有限公司,自然人,0.98
2010,8630,社区服务,广西,有限责任公司,企业法人,0.69
2001,2320,交通运输业,广西,股份有限公司,企业法人,0.66
2002,7030,零售业,湖北,合伙企业,企业法人,0.63
2007,4380,工业,湖南,农民专业合作社,自然人,0.74
2014,4630,零售业,江西,合伙企业,自然人,0.52
2001,8060,工业,广东,合伙企业,企业法人,0.83
2006,2810,商业服务业,福建,股份有限公司,企业法人,0.57
2009,7350,社区服务,广西,合伙企业,企业法人,0.57
2004,7690,工业,广西,有限责任公司,企业法人,0.66
2004,2090,商业服务业,湖北,有限责任公司,企业法人,0.7
2005,1730,工业,山东,合伙企业,企业法人,0.91
2000,8140,工业,福建,股份有限公司,自然人,0.57
2001,4400,工业,广东,有限责任公司,企业法人,0.68
2002,8530,社区服务,广西,股份有限公司,自然人,0.54
2012,7480,商业服务业,湖北,有限责任公司,自然人,0.59
2014,5540,交通运输业,江西,有限责任公司,企业法人,0.79
2014,7520,零售业,广东,股份有限公司,自然人,0.69
2014,6720,工业,湖南,合伙企业,自然人,0.81
2001,1430,社区服务,江西,NA,企业法人,0.58
2006,9180,零售业,广西,股份有限公司,自然人,0.9
2000,5290,社区服务,广西,合伙企业,自然人,0.8
2000,520,社区服务,山东,有限责任公司,自然人,0.84
2007,880,商业服务业,福建,股份有限公司,企业法人,0.6
2003,4670,商业服务业,湖南,有限责任公司,自然人,0.87
NA,4590,商业服务业,江西,合伙企业,自然人,0.76
2004,5400,商业服务业,山东,合伙企业,企业法人,0.64
2008,1000,工业,湖南,股份有限公司,企业法人,0.72
2009,3110,交通运输业,江西,农民专业合作社,自然人,0.9
2004,2020,工业,广东,有限责任公司,企业法人,0.95
2005,300,交通运输业,广西,股份有限公司,自然人,0.83
2006,2410,交通运输业,江西,股份有限公司,自然人,0.81
2009,1620,社区服务,福建,集体所有制企业,企业法人,0.63
2002,3970,零售业,广东,有限责任公司,企业法人,0.96
2009,6420,服务业,广东,集体所有制企业,企业法人,0.81
2006,4560,社区服务,山东,集体所有制企业,企业法人,0.94
2007,2480,零售业,山东,股份有限公司,自然人,0.89
2014,9870,零售业,福建,集体所有制企业,自然人,0.92
2001,3430,服务业,江西,股份有限公司,企业法人,0.75
2007,4790,交通运输业,福建,农民专业合作社,企业法人,0.91
2005,330,零售业,广东,农民专业合作社,自然人,0.65
2006,380,服务业,福建,合伙企业,自然人,0.75
2011,6860,零售业,山东,股份有限公司,企业法人,0.8
2008,1260,交通运输业,湖南,农民专业合作社,自然人,0.97
2002,9990,服务业,广西,有限责任公司,自然人,0.62
2001,5500,工业,江西,股份有限公司,企业法人,0.82
2009,710,工业,湖南,NA,企业法人,0.91
2003,2810,商业服务业,江西,农民专业合作社,自然人,0.95
2004,2460,服务业,山东,股份有限公司,自然人,0.7
2007,250,商业服务业,福建,集体所有制企业,自然人,0.72
2013,2980,零售业,广东,股份有限公司,企业法人,0.71
2012,7130,工业,湖北,合伙企业,企业法人,0.9
2002,2540,交通运输业,广东,农民专业合作社,企业法人,0.61
2014,3810,工业,江西,农民专业合作社,企业法人,1
2013,3450,交通运输业,湖北,有限责任公司,自然人,0.65
2005,6110,工业,福建,集体所有制企业,自然人,0.51
2006,2860,零售业,福建,股份有限公司,企业法人,0.83
2013,7520,社区服务,山东,股份有限公司,自然人,0.72
2014,6730,服务业,江西,农民专业合作社,自然人,0.8
2002,280,商业服务业,广东,农民专业合作社,企业法人,0.7
2002,3500,商业服务业,湖北,集体所有制企业,自然人,0.91
2014,4260,商业服务业,广东,集体所有制企业,自然人,0.62
2003,3380,零售业,广西,农民专业合作社,自然人,0.79
2002,7630,交通运输业,福建,合伙企业,企业法人,0.54
2011,3700,零售业,福建,农民专业合作社,自然人,0.79
2007,6610,交通运输业,江西,农民专业合作社,企业法人,0.55
2008,940,工业,湖南,合伙企业,企业法人,0.85
2011,2380,零售业,湖南,股份有限公司,自然人,0.81
2013,2140,商业服务业,湖北,农民专业合作社,企业法人,0.98
2012,9780,交通运输业,广东,合伙企业,企业法人,0.75
2011,700,服务业,湖北,股份有限公司,自然人,0.86
2010,4290,社区服务,广东,合伙企业,自然人,NA
2013,910,交通运输业,湖南,有限责任公司,自然人,0.89
2002,9310,交通运输业,山东,有限责任公司,企业法人,0.68
2002,9720,服务业,广西,合伙企业,企业法人,0.57
2014,4700,服务业,湖北,有限责任公司,自然人,0.59
2013,8890,零售业,湖南,农民专业合作社,企业法人,0.54
2010,2040,服务业,福建,农民专业合作社,自然人,0.88
2011,4790,零售业,江西,有限责任公司,企业法人,0.69
2004,6620,服务业,湖北,股份有限公司,自然人,0.7
2002,3450,零售业,广西,股份有限公司,企业法人,0.51
2004,5410,社区服务,山东,集体所有制企业,自然人,0.94
2009,7580,工业,山东,农民专业合作社,自然人,0.58
2011,860,服务业,湖南,农民专业合作社,自然人,0.68
2002,8220,零售业,江西,合伙企业,自然人,0.67
2010,5710,服务业,山东,集体所有制企业,自然人,0.67
2002,5200,交通运输业,江西,集体所有制企业,企业法人,0.93
2004,5280,交通运输业,山东,农民专业合作社,自然人,0.62
2006,7250,零售业,福建,有限责任公司,自然人,0.92
2011,9040,零售业,湖北,集体所有制企业,企业法人,0.59
2011,2610,社区服务,福建,合伙企业,自然人,0.58
2007,9970,零售业,湖北,股份有限公司,企业法人,0.85
2011,400,服务业,山东,合伙企业,自然人,0.73
2008,5910,交通运输业,湖北,农民专业合作社,企业法人,0.86
2011,5170,商业服务业,广东,农民专业合作社,自然人,0.63
2006,6270,零售业,广东,集体所有制企业,自然人,0.86
2013,2970,交通运输业,广东,合伙企业,NA,0.59
2001,9300,社区服务,福建,集体所有制企业,企业法人,0.79
2005,5320,交通运输业,山东,农民专业合作社,企业法人,1
2000,3730,商业服务业,山东,集体所有制企业,自然人,0.68
2002,3120,交通运输业,广东,有限责任公司,NA,0.57
2004,3330,商业服务业,广西,有限责任公司,企业法人,0.79
2001,7270,商业服务业,山东,集体所有制企业,企业法人,0.72
2013,7590,工业,广西,合伙企业,企业法人,0.54
2011,320,交通运输业,福建,有限责任公司,自然人,0.95
2004,630,交通运输业,山东,股份有限公司,企业法人,0.72
2002,6520,服务业,江西,集体所有制企业,企业法人,0.84
2014,3780,服务业,湖南,股份有限公司,企业法人,0.59
2013,9480,交通运输业,山东,有限责任公司,企业法人,0.67
2008,7720,社区服务,江西,合伙企业,企业法人,0.89
2012,9630,交通运输业,广东,集体所有制企业,企业法人,0.64
2010,1650,零售业,山东,有限责任公司,自然人,0.68
2010,8660,工业,广东,集体所有制企业,自然人,0.72
2012,7150,社区服务,湖南,有限责任公司,自然人,0.93
2013,3330,商业服务业,湖南,合伙企业,企业法人,0.63
2007,6770,服务业,湖北,合伙企业,企业法人,0.74
2008,2010,商业服务业,广西,农民专业合作社,企业法人,0.85
2005,4040,社区服务,广东,农民专业合作社,企业法人,0.77
2001,3430,交通运输业,福建,集体所有制企业,自然人,0.54
2001,6740,商业服务业,山东,有限责任公司,企业法人,0.63
2009,5290,交通运输业,湖北,NA,自然人,0.72
2001,4330,交通运输业,广西,集体所有制企业,企业法人,0.89
2002,6480,社区服务,山东,股份有限公司,企业法人,0.79
2003,2710,商业服务业,广东,有限责任公司,企业法人,0.92
2002,6970,商业服务业,湖南,合伙企业,企业法人,0.72
2012,9480,交通运输业,湖南,股份有限公司,自然人,0.94
2004,9360,工业,福建,股份有限公司,自然人,0.76
2003,6490,零售业,广西,股份有限公司,自然人,0.73
2004,5330,零售业,山东,股份有限公司,自然人,0.63
2008,6830,社区服务,江西,合伙企业,自然人,0.57
2002,7380,社区服务,福建,合伙企业,自然人,0.57
2008,1080,服务业,湖北,农民专业合作社,企业法人,0.87
2004,9620,交通运输业,广西,农民专业合作社,企业法人,0.54
2000,1920,零售业,江西,有限责任公司,企业法人,0.71
2003,1290,交通运输业,湖北,股份有限公司,企业法人,0.81
2005,2450,服务业,山东,农民专业合作社,企业法人,0.86
2008,8500,交通运输业,广西,农民专业合作社,企业法人,1
2003,NA,服务业,湖北,合伙企业,自然人,0.74
2003,2190,社区服务,广东,股份有限公司,自然人,0.81
NA,1320,零售业,湖北,股份有限公司,企业法人,0.53
2000,2110,零售业,江西,农民专业合作社,自然人,0.67
2010,7390,交通运输业,山东,集体所有制企业,企业法人,0.88
2013,5940,工业,山东,合伙企业,企业法人,0.81
2001,2350,工业,广东,股份有限公司,企业法人,0.68
2001,3400,零售业,湖南,合伙企业,企业法人,0.83
2013,8100,社区服务,福建,股份有限公司,企业法人,0.82
2007,3400,服务业,NA,股份有限公司,企业法人,0.55
2013,6710,零售业,湖南,农民专业合作社,企业法人,0.63
2005,3040,商业服务业,山东,集体所有制企业,企业法人,0.67
2014,400,交通运输业,福建,合伙企业,自然人,0.81
NA,4730,交通运输业,广东,农民专业合作社,自然人,0.82
2011,3650,商业服务业,福建,集体所有制企业,企业法人,0.63
2005,5590,零售业,广东,股份有限公司,自然人,0.96
2013,9480,商业服务业,广西,农民专业合作社,企业法人,0.77
2007,9320,商业服务业,江西,合伙企业,自然人,0.83
2009,1710,社区服务,湖南,合伙企业,企业法人,0.59
NA,6280,服务业,广西,集体所有制企业,自然人,0.74
2007,870,社区服务,福建,股份有限公司,企业法人,0.71
2014,8170,商业服务业,江西,NA,企业法人,0.52
2001,8920,交通运输业,湖北,有限责任公司,企业法人,0.65
2014,4580,商业服务业,湖北,合伙企业,自然人,0.55
2001,4470,工业,湖南,合伙企业,企业法人,0.98
2012,6170,服务业,江西,集体所有制企业,自然人,0.6
2008,5560,社区服务,山东,股份有限公司,自然人,0.92
2013,4460,零售业,江西,农民专业合作社,企业法人,0.7
2010,9610,商业服务业,福建,农民专业合作社,自然人,0.87
2004,9140,零售业,湖南,集体所有制企业,企业法人,0.64
2010,4900,服务业,福建,股份有限公司,企业法人,0.94
2000,4320,商业服务业,江西,有限责任公司,自然人,0.83
2006,1580,商业服务业,山东,农民专业合作社,企业法人,0.94
2010,480,交通运输业,广西,股份有限公司,自然人,0.58
2006,1150,交通运输业,江西,农民专业合作社,自然人,0.91
2010,8360,社区服务,江西,农民专业合作社,企业法人,0.83
2003,7250,工业,湖南,农民专业合作社,企业法人,0.93
2005,3700,零售业,湖南,有限责任公司,自然人,0.54
2005,5100,工业,NA,合伙企业,企业法人,1
2009,4820,工业,湖北,农民专业合作社,自然人,0.58
2013,160,社区服务,湖南,股份有限公司,企业法人,0.81
2001,2770,工业,江西,股份有限公司,企业法人,0.86
2004,8470,服务业,江西,农民专业合作社,企业法人,0.66
2014,220,零售业,广西,农民专业合作社,企业法人,0.64
2009,5430,交通运输业,湖北,集体所有制企业,自然人,0.86
2005,3550,商业服务业,江西,集体所有制企业,企业法人,0.54
2009,8140,社区服务,湖北,集体所有制企业,企业法人,0.56
2009,7980,工业,江西,有限责任公司,自然人,0.78
2004,5360,社区服务,湖北,集体所有制企业,自然人,0.87
2012,9320,交通运输业,广西,有限责任公司,企业法人,0.89
2009,5670,工业,湖南,股份有限公司,NA,0.69
2000,130,商业服务业,湖北,农民专业合作社,企业法人,0.62
2007,5530,零售业,广西,NA,企业法人,0.83
2002,1460,零售业,湖南,集体所有制企业,自然人,0.59
2011,8510,工业,湖北,有限责任公司,企业法人,0.84
2000,7820,商业服务业,广西,合伙企业,自然人,0.58
2011,5950,社区服务,湖南,农民专业合作社,自然人,0.66
2003,9600,工业,湖南,合伙企业,自然人,0.91
2001,3670,社区服务,湖南,集体所有制企业,自然人,0.68
2013,1870,零售业,湖南,股份有限公司,企业法人,0.51
2006,3590,商业服务业,江西,合伙企业,企业法人,0.66
2004,3490,交通运输业,山东,有限责任公司,自然人,0.9
2009,9610,社区服务,广西,股份有限公司,企业法人,0.97
2006,3150,社区服务,湖南,农民专业合作社,企业法人,0.68
2007,7170,服务业,广东,有限责任公司,企业法人,0.98
2005,4750,零售业,广东,有限责任公司,自然人,0.96
2002,4340,工业,山东,有限责任公司,自然人,0.55
2010,7220,交通运输业,广东,农民专业合作社,企业法人,0.81
2000,4270,商业服务业,广东,农民专业合作社,企业法人,0.65
2003,9720,商业服务业,福建,农民专业合作社,企业法人,0.88
2002,1190,零售业,福建,有限责任公司,企业法人,0.89
2011,6350,交通运输业,湖南,有限责任公司,自然人,0.57
2010,9350,交通运输业,广东,股份有限公司,企业法人,0.76
2011,460,工业,江西,股份有限公司,企业法人,0.9
2012,9420,交通运输业,江西,有限责任公司,自然人,0.93
2012,4380,商业服务业,福建,有限责任公司,自然人,0.75
2012,6040,社区服务,广东,合伙企业,企业法人,1
2003,1620,工业,广东,有限责任公司,企业法人,0.7
2001,9340,服务业,福建,农民专业合作社,企业法人,0.78
2011,8790,零售业,NA,合伙企业,自然人,0.7
2007,5020,商业服务业,湖北,合伙企业,自然人,0.64
2003,2200,服务业,湖北,农民专业合作社,自然人,0.82
2011,5380,服务业,湖北,合伙企业,自然人,0.73
2000,7360,社区服务,湖南,股份有限公司,企业法人,0.63
2014,5600,交通运输业,NA,集体所有制企业,企业法人,0.83
2011,1390,商业服务业,广西,集体所有制企业,企业法人,0.77
2008,8660,商业服务业,山东,有限责任公司,企业法人,0.82
2013,4240,交通运输业,湖南,有限责任公司,企业法人,0.82
2012,6900,零售业,山东,有限责任公司,自然人,0.87
2009,9160,工业,广西,集体所有制企业,企业法人,0.57
2000,830,社区服务,广西,合伙企业,自然人,0.72
2009,4830,零售业,广西,合伙企业,企业法人,0.91
2014,9770,服务业,广东,股份有限公司,自然人,0.87
2014,4040,交通运输业,福建,有限责任公司,企业法人,0.85
2000,2630,服务业,湖北,集体所有制企业,自然人,0.61
2012,8270,零售业,江西,农民专业合作社,自然人,0.8
2008,3480,社区服务,山东,集体所有制企业,自然人,0.88
2014,1450,服务业,湖南,股份有限公司,企业法人,0.6
2010,6040,工业,福建,集体所有制企业,自然人,0.51
2007,6610,服务业,广东,农民专业合作社,企业法人,0.91
2001,6770,服务业,山东,有限责任公司,企业法人,0.67
2013,6900,工业,福建,集体所有制企业,企业法人,0.9
2010,2780,商业服务业,湖南,有限责任公司,自然人,0.95
2012,540,商业服务业,山东,集体所有制企业,企业法人,0.94
2007,5910,交通运输业,广东,有限责任公司,企业法人,0.85
2013,270,服务业,广西,集体所有制企业,自然人,0.82
2008,7050,工业,广西,农民专业合作社,自然人,0.69
2009,8920,工业,湖北,合伙企业,企业法人,0.91
2014,960,交通运输业,广东,股份有限公司,企业法人,0.93
2001,5190,交通运输业,广东,合伙企业,企业法人,0.62
NA,3640,交通运输业,NA,农民专业合作社,企业法人,0.73
2006,6960,商业服务业,广西,有限责任公司,自然人,0.98
2011,9730,交通运输业,山东,农民专业合作社,企业法人,0.93
2013,8140,服务业,江西,有限责任公司,自然人,0.66
2010,8750,社区服务,江西,有限责任公司,企业法人,0.95
2009,4580,零售业,广西,有限责任公司,自然人,0.9
2010,6680,商业服务业,江西,农民专业合作社,自然人,0.85
2000,2260,工业,广西,农民专业合作社,企业法人,0.97
2012,3740,工业,福建,股份有限公司,企业法人,1
2009,5730,服务业,广东,合伙企业,自然人,0.82
2009,5370,工业,福建,股份有限公司,企业法人,0.88
2002,2200,商业服务业,福建,合伙企业,自然人,0.88
2003,6790,工业,NA,有限责任公司,企业法人,0.83
2011,7180,商业服务业,湖北,有限责任公司,企业法人,0.86
2003,9160,商业服务业,福建,合伙企业,自然人,0.54
2011,6570,服务业,湖北,合伙企业,自然人,0.56
2000,1460,交通运输业,福建,集体所有制企业,企业法人,0.82
2009,2940,社区服务,福建,农民专业合作社,企业法人,0.88
2005,2870,商业服务业,湖北,股份有限公司,企业法人,0.96
2006,8800,社区服务,福建,股份有限公司,自然人,0.72
2012,7540,零售业,江西,集体所有制企业,自然人,0.74
2005,5020,工业,广东,集体所有制企业,自然人,NA
2002,7770,工业,广东,股份有限公司,NA,0.9
2001,150,零售业,湖南,集体所有制企业,企业法人,0.52
2012,8520,交通运输业,湖南,股份有限公司,企业法人,0.68
2010,850,服务业,广西,农民专业合作社,企业法人,0.65
2005,2130,交通运输业,广西,股份有限公司,企业法人,0.92
2011,8530,服务业,广西,有限责任公司,企业法人,0.72
2000,1760,工业,山东,股份有限公司,自然人,0.63
2007,1100,服务业,广东,农民专业合作社,企业法人,0.69
2012,7060,服务业,江西,农民专业合作社,自然人,0.59
2012,4190,零售业,广西,股份有限公司,自然人,0.81
2009,6380,服务业,山东,股份有限公司,企业法人,0.65
2011,1730,社区服务,湖北,有限责任公司,企业法人,0.89
2007,490,服务业,山东,合伙企业,企业法人,0.54
2014,6520,商业服务业,湖南,有限责任公司,自然人,0.85
2004,4580,商业服务业,湖南,合伙企业,自然人,0.85
2005,1790,社区服务,山东,合伙企业,自然人,0.69
2005,6440,商业服务业,湖北,有限责任公司,自然人,0.78
NA,120,交通运输业,广东,集体所有制企业,自然人,0.71
2005,3380,商业服务业,福建,合伙企业,自然人,0.83
2008,4660,服务业,福建,农民专业合作社,自然人,0.51
2006,1760,交通运输业,湖北,有限责任公司,自然人,0.7
2009,6550,商业服务业,广东,集体所有制企业,企业法人,0.9
2003,6680,商业服务业,广东,集体所有制企业,企业法人,0.92
2004,3180,工业,湖北,有限责任公司,企业法人,0.82
2013,1270,服务业,广西,农民专业合作社,企业法人,0.51
2014,6750,工业,湖南,股份有限公司,企业法人,0.65
2009,9050,商业服务业,福建,股份有限公司,自然人,0.91
2008,1470,交通运输业,福建,集体所有制企业,自然人,0.84
2008,2880,零售业,湖南,农民专业合作社,企业法人,0.97
2013,480,零售业,广西,有限责任公司,企业法人,0.69
2010,6420,社区服务,山东,有限责任公司,自然人,0.76
2005,5160,工业,广东,合伙企业,企业法人,0.56
2005,2910,零售业,江西,农民专业合作社,自然人,0.86
2001,6830,社区服务,湖北,集体所有制企业,自然人,0.98
2014,3830,NA,广东,股份有限公司,企业法人,1
2012,2460,社区服务,湖南,股份有限公司,自然人,0.54
2007,5460,交通运输业,福建,合伙企业,企业法人,0.87
2009,5560,社区服务,广西,有限责任公司,自然人,0.79
2004,3880,零售业,江西,合伙企业,企业法人,0.65
2009,3010,零售业,广东,合伙企业,自然人,0.65
2013,8210,服务业,江西,有限责任公司,企业法人,0.96
2007,8300,零售业,广西,股份有限公司,企业法人,0.65
2005,8830,工业,福建,股份有限公司,企业法人,0.81
2001,6480,商业服务业,广西,合伙企业,企业法人,0.75
2005,7260,零售业,湖南,有限责任公司,企业法人,0.75
2014,1950,交通运输业,湖南,股份有限公司,企业法人,0.79
2003,1600,工业,湖北,合伙企业,企业法人,0.86
2005,3560,交通运输业,广西,农民专业合作社,自然人,0.84
2006,6660,交通运输业,广东,集体所有制企业,自然人,0.51
2008,9270,零售业,湖北,股份有限公司,自然人,0.73
2001,430,服务业,湖北,合伙企业,自然人,0.65
2007,4090,社区服务,山东,合伙企业,企业法人,1
2002,9960,零售业,广西,集体所有制企业,企业法人,0.74
2013,9690,NA,广东,农民专业合作社,自然人,0.98
2002,7620,商业服务业,江西,合伙企业,企业法人,0.89
2004,5790,零售业,福建,股份有限公司,企业法人,0.59
2010,8600,社区服务,广东,合伙企业,自然人,0.72
2001,8490,服务业,湖北,股份有限公司,自然人,0.95
2013,570,社区服务,湖南,集体所有制企业,自然人,0.59
2010,2760,社区服务,广西,集体所有制企业,自然人,0.52
2014,9100,商业服务业,湖南,股份有限公司,自然人,0.53
2001,3430,服务业,江西,股份有限公司,自然人,0.97
2006,7380,零售业,广东,集体所有制企业,自然人,0.58
2010,6860,服务业,湖南,股份有限公司,企业法人,0.73
2008,6370,零售业,广东,农民专业合作社,企业法人,0.57
2007,540,服务业,广东,集体所有制企业,自然人,0.82
2006,1940,社区服务,湖南,集体所有制企业,自然人,0.72
2004,4370,社区服务,山东,有限责任公司,企业法人,0.69
2013,8810,工业,福建,股份有限公司,自然人,NA
2010,6030,商业服务业,湖北,合伙企业,自然人,0.94
2007,7490,零售业,山东,股份有限公司,自然人,0.66
2001,3590,服务业,湖南,有限责任公司,自然人,0.97
2005,4380,交通运输业,湖北,集体所有制企业,企业法人,0.52
2004,8200,工业,福建,农民专业合作社,企业法人,0.55
2007,3270,工业,NA,有限责任公司,企业法人,0.52
2012,2930,工业,广东,股份有限公司,自然人,0.99
2000,7840,交通运输业,湖南,集体所有制企业,自然人,0.65
2007,8330,社区服务,福建,股份有限公司,自然人,0.61
2014,5350,商业服务业,湖北,集体所有制企业,自然人,0.7
2005,8110,社区服务,湖南,合伙企业,自然人,0.86
2011,7190,服务业,广东,合伙企业,自然人,0.55
2003,5000,工业,江西,农民专业合作社,自然人,0.71
2009,6020,社区服务,福建,合伙企业,自然人,0.53
2003,7600,交通运输业,广东,股份有限公司,企业法人,0.71
2005,3320,交通运输业,福建,有限责任公司,自然人,0.93
2000,4210,商业服务业,福建,农民专业合作社,企业法人,0.72
2006,230,商业服务业,广西,有限责任公司,自然人,0.74
2007,6430,零售业,湖南,合伙企业,企业法人,0.8
2010,4110,工业,湖北,集体所有制企业,企业法人,0.78
2004,2940,工业,湖北,集体所有制企业,企业法人,0.91
2012,6400,社区服务,江西,农民专业合作社,企业法人,0.74
2008,7070,零售业,湖北,股份有限公司,自然人,0.66
2006,2570,零售业,广东,集体所有制企业,企业法人,0.63
2009,8830,零售业,湖南,农民专业合作社,企业法人,0.92
2004,3290,零售业,广东,合伙企业,企业法人,0.89
2008,5640,服务业,湖南,合伙企业,企业法人,0.51
2013,7740,商业服务业,福建,有限责任公司,自然人,0.83
2000,540,零售业,福建,合伙企业,自然人,0.9
2011,3820,零售业,广东,有限责任公司,企业法人,0.85
2009,2940,社区服务,广西,农民专业合作社,企业法人,0.7
2000,5530,工业,江西,农民专业合作社,自然人,0.56
2002,9120,服务业,湖北,股份有限公司,企业法人,0.53
2011,640,零售业,广东,有限责任公司,自然人,0.66
2014,4970,商业服务业,广东,集体所有制企业,自然人,0.64
2014,9680,商业服务业,山东,有限责任公司,自然人,0.66
2004,1710,工业,山东,农民专业合作社,自然人,0.72
2002,6090,NA,山东,集体所有制企业,企业法人,0.67
2004,4410,交通运输业,广东,有限责任公司,自然人,0.87
2002,1420,商业服务业,江西,股份有限公司,自然人,1
2009,4370,社区服务,福建,合伙企业,企业法人,0.84
2007,4700,服务业,福建,集体所有制企业,企业法人,0.62
2008,8840,工业,福建,合伙企业,企业法人,0.69
2012,3250,交通运输业,山东,集体所有制企业,企业法人,0.9
2001,9570,服务业,江西,有限责任公司,自然人,0.77
2011,8260,交通运输业,江西,农民专业合作社,自然人,0.92
2003,7710,服务业,山东,有限责任公司,企业法人,0.89
2005,8880,工业,福建,股份有限公司,自然人,0.75
2000,1450,社区服务,湖南,农民专业合作社,自然人,0.92
2008,5570,社区服务,湖南,有限责任公司,企业法人,0.87
2005,2070,交通运输业,江西,农民专业合作社,NA,0.63
2008,9130,交通运输业,湖北,集体所有制企业,自然人,0.8
2009,2190,商业服务业,广东,集体所有制企业,企业法人,0.77
